label,r,lag,alpha,S2_direct,S2_sd,sum_sd_weights,sqrt_direct,sqrt_sd
cube320_t0037,48,2,-,0.404781041768819,0.4028671368119344,0.9986148648648699,0.6362240499767507,0.6347181554138297
cube320_t0037,64,2,-,0.44806017315017915,0.44978532288325457,1.0011912903225528,0.669372970137112,0.6706603632862572
cube320_t0037,80,2,-,0.49996760556634173,0.4974273207987858,0.9983288888888722,0.7070838744918043,0.7052852761817631
cube320_t0037,96,2,-,0.5289283941796078,0.5240501725511887,0.9968831168830782,0.7272746346323429,0.7239130973750846
cube320_t0037,128,2,-,0.5535336922976283,0.5661332108646729,1.008322664770057,0.7439984491231337,0.7524182419802652
cube320_t0037,160,2,-,0.588285874059054,0.5882858740590698,1.000000000000033,0.7669979622261418,0.7669979622261521
cube320_t0037,192,2,-,0.6072075177939414,0.6206458424221208,1.0055157255616114,0.7792352133944804,0.7878107910038558
cube320_t0037,32,4,+,0.33695117483356146,0.3322800499795122,0.9964784784784687,0.5804749562501051,0.5764373773268977
cube320_t0037,48,4,+,0.42867358747890516,0.42426314206849614,0.9970687581699353,0.6547316912132062,0.6513548511130444
cube320_t0037,64,4,+,0.5157285153729244,0.5081849260014079,1.0008399999999815,0.7181424060539278,0.7128709041624632
cube320_t0037,80,4,+,0.5913163156953857,0.5776735178786563,0.9944128735632086,0.7689709459370917,0.760048365486471
cube320_t0037,96,4,+,0.6450419117548404,0.6339951815112871,0.9945512820512932,0.8031450129054157,0.7962381437178748
cube320_t0037,128,4,+,0.757467536981688,0.7890535663829663,1.018116935483855,0.8703261095599097,0.888286871670952
cube320_t0037,160,4,+,0.7856728565778935,0.8430973698498965,1.0318293333333144,0.8863818909352185,0.9182033379649066
cube320_t0037,192,4,+,0.7896185860798075,0.7793549252520485,0.9957612903225644,0.8886048537341035,0.8828108094331698
cube320_t0037,32,4,+-,0.2707899235994572,0.26622516822809916,0.9964784784784687,0.5203747914719324,0.5159701233870999
cube320_t0037,48,4,+-,0.34207157752929906,0.33811128940701746,0.9970687581699353,0.5848688549831484,0.5814733780724767
cube320_t0037,64,4,+-,0.39582508605876976,0.3912620051408673,1.0008399999999815,0.6291463153025453,0.6255093965248382
cube320_t0037,80,4,+-,0.4444695349904363,0.4344388782083296,0.9944128735632086,0.6666854843105827,0.6591197753127497
cube320_t0037,96,4,+-,0.47537494900979077,0.46633544424726464,0.9945512820512932,0.6894744005471057,0.6828875780443401
cube320_t0037,128,4,+-,0.518653129140689,0.5462038620064374,1.018116935483855,0.7201757626723416,0.7390560614773668
cube320_t0037,160,4,+-,0.5480307955286117,0.5967384268151484,1.0318293333333144,0.7402910208347874,0.7724884638718875
cube320_t0037,192,4,+-,0.5666348923553265,0.5595200371885265,0.9957612903225644,0.7527515475608978,0.7480107199689898
cube320_t0037,32,4,-,0.32985493414933376,0.32492098500133537,0.9964784784784687,0.5743299871583702,0.5700184075986804
cube320_t0037,48,4,-,0.4068328957015039,0.4026557861463086,0.9970687581699353,0.6378345363035024,0.6345516418277621
cube320_t0037,64,4,-,0.44765459477728087,0.4456452267624207,1.0008399999999815,0.6690699475968719,0.6675666459331387
cube320_t0037,80,4,-,0.4997985993898752,0.49075183902056,0.9944128735632086,0.7069643551055989,0.7005368220304768
cube320_t0037,96,4,-,0.5333027201727119,0.5244935221766576,0.9945512820512932,0.7302757836411611,0.7242192500732479
cube320_t0037,128,4,-,0.5546567726627147,0.5831873891253303,1.018116935483855,0.7447528265557068,0.763667066937766
cube320_t0037,160,4,-,0.5809479834144604,0.6288211793198833,1.0318293333333144,0.7621994380832752,0.7929824583935532
cube320_t0037,192,4,-,0.6074376260307792,0.6023480400074537,0.9957612903225644,0.7793828494589673,0.776110842603976
cube320_t0041,32,1,+,0.2486591113150644,0.2423719531538956,0.9939320769230336,0.49865730849458567,0.49231286104863803
cube320_t0041,48,1,+,0.2901918964598629,0.2861273891726823,0.996385052910043,0.5386946226387107,0.5349087671488311
cube320_t0041,64,1,+,0.3164604507507033,0.3168078570747684,1.0002888808139352,0.5625481763819906,0.5628568708604066
cube320_t0041,80,1,+,0.3291623131313241,0.3272599650177809,0.9981708333333325,0.5737266885297598,0.5720663991336853
cube320_t0041,96,1,+,0.34550192896862375,0.3461692683263617,1.0006786870339788,0.5877941212436747,0.5883615115950072
cube320_t0041,128,1,+,0.38157002461264966,0.393980149764905,1.0130031364697523,0.6177135457577806,0.6276783808328155
