lag,alpha,h_direct,h_source_depletion,fit_min,fit_max
1,+,0.22934320970093014,0.22960117340672206,32,160
1,-,0.23470580237952315,0.23513395658260366,32,160
1,+-,0.23010136552325947,0.23050888047424473,32,160
