label,r,lag,state,count,A_p,A_m,A_pm
cube320_t0045,96,1,HL,3748.0,1.238707759753392,0.9264937969703415,0.9540607169296043
cube320_t0045,96,1,HS,8252.0,1.3548512192007898,0.9313237266441233,1.012493303564054
cube320_t0045,128,1,B,108000.0,0.5799604206847566,0.3868102674856353,0.3747874139037085
cube320_t0045,128,1,HL,2988.0,1.3985783341667861,1.0059570511469136,1.0450190942557716
cube320_t0045,128,1,HS,9012.0,1.4809332396601107,1.0908791379402647,1.1411872022888292
cube320_t0045,160,1,B,108000.0,0.661093547763136,0.4130169974919715,0.4094262981750033
cube320_t0045,160,1,HL,2772.0,1.5262928822059774,1.042484874423422,1.1153246840266111
cube320_t0045,160,1,HS,9228.0,1.4204553043252741,1.2635266879789577,1.2041254246487467
cube320_t0045,192,1,B,108000.0,0.7276958098137954,0.43325251681153726,0.43471012394153147
cube320_t0045,192,1,HL,2344.0,1.9186836931888254,0.9848727945509592,1.2054881412525151
cube320_t0045,192,1,HS,9656.0,1.529726445160192,1.3651150370069653,1.2943764475776123
cube320_t0045,32,2,B,81000.0,0.23331382066279624,0.20760084522403915,0.16436304223577688
cube320_t0045,32,2,HL,2670.0,0.8102981506197292,0.7317749589793219,0.6508053375267956
cube320_t0045,32,2,HS,6330.0,0.9118900900402909,0.7408884290209823,0.7077352168165881
cube320_t0045,48,2,B,81000.0,0.30694892442750754,0.25473228154206584,0.21212642580697785
cube320_t0045,48,2,HL,2880.0,0.9704285245707024,0.7902069639185603,0.7558934741545258
cube320_t0045,48,2,HS,6120.0,1.0301396568508565,0.8052712536651859,0.7878335374377996
cube320_t0045,64,2,B,81000.0,0.374914239528001,0.28564794386691816,0.2515023723450134
cube320_t0045,64,2,HL,2996.0,1.068167190600164,0.8329522046566217,0.8335481741765366
cube320_t0045,64,2,HS,6004.0,1.1209459904604386,0.8598010427347553,0.8628676617060345
cube320_t0045,80,2,B,81000.0,0.4256990574044118,0.3230799422063536,0.28612685278148703
cube320_t0045,80,2,HL,3096.0,1.127644393234059,0.9287351555187892,0.9179508047499174
cube320_t0045,80,2,HS,5904.0,1.233377785556482,0.9121317457442858,0.9433140162778642
cube320_t0045,96,2,B,81000.0,0.4915036619715335,0.34551632627204165,0.3205281160375585
cube320_t0045,96,2,HL,2810.0,1.244257474261505,0.9232141811958735,0.9493328142289446
cube320_t0045,96,2,HS,6190.0,1.3430927536402195,0.9224926335523124,1.0042830375770133
cube320_t0045,128,2,B,81000.0,0.5814356025193932,0.3877962419479251,0.37548916077558037
cube320_t0045,128,2,HL,2298.0,1.391346010331164,1.0110845016989418,1.0465767760841238
cube320_t0045,128,2,HS,6702.0,1.481860403645561,1.096317897268746,1.1428328221751174
cube320_t0045,160,2,B,81000.0,0.6625519057104711,0.41320034137138567,0.40991597604196683
cube320_t0045,160,2,HL,2028.0,1.5182847617735067,1.0467101018865275,1.1126557579273928
cube320_t0045,160,2,HS,6972.0,1.4107245612064836,1.2748869436898347,1.2051427546935185
cube320_t0045,192,2,B,81000.0,0.7276489093566672,0.43376885017562333,0.43472260601429785
cube320_t0045,192,2,HL,1744.0,1.8886518856364516,0.9859193509015954,1.1976365374522995
cube320_t0045,192,2,HS,7256.0,1.5254280331990968,1.3689612189056517,1.29476491861368
cube320_t0045,32,4,B,27000.0,0.23185041436806672,0.21060381227772282,0.16595753010815742
cube320_t0045,32,4,HL,920.0,0.8377466464394221,0.7416009759155331,0.6691970058249402
cube320_t0045,32,4,HS,2080.0,0.9287602001454164,0.7250861147951908,0.7103552003473095
cube320_t0045,48,4,B,27000.0,0.3046090481861756,0.2568410928079594,0.21208620534612221
cube320_t0045,48,4,HL,980.0,0.9235139179589625,0.8158009465680316,0.7492643535784492
cube320_t0045,48,4,HS,2020.0,1.0333533620287105,0.7868191566313144,0.779857937298766
cube320_t0045,64,4,B,27000.0,0.36865717702637013,0.28409507856994265,0.24884108908056454
cube320_t0045,64,4,HL,982.0,1.0464321644525811,0.8170099885728311,0.8140315133355541
cube320_t0045,64,4,HS,2018.0,1.1086879764539546,0.8510540644839546,0.8477301109471733
cube320_t0045,80,4,B,27000.0,0.43092901947600426,0.3208895123881074,0.2872244446988971
cube320_t0045,80,4,HL,1018.0,1.1666457227436773,0.9085132709141982,0.9215279817903915
cube320_t0045,80,4,HS,1982.0,1.2513318227169103,0.909050524235898,0.9564046337064845
cube320_t0045,96,4,B,27000.0,0.4948922327124098,0.34296810188461635,0.319870009347582
cube320_t0045,96,4,HL,926.0,1.2520104494234958,0.9235739855700581,0.9515167835600419
cube320_t0045,96,4,HS,2074.0,1.3383333000724154,0.941123410449124,1.0105075594529203
cube320_t0045,128,4,B,27000.0,0.5849943556338514,0.38597636860158707,0.3765263645076405
cube320_t0045,128,4,HL,792.0,1.3226019517450813,1.0596906378041937,1.0461611412936689
cube320_t0045,128,4,HS,2208.0,1.4752087034151404,1.0943074898483842,1.139969458477347
