label,r,lag,state,N_i,P_self,D_i,gamma_plus,gamma_minus,gamma_plus_over_D,gamma_plus_minus_gamma_minus
cube320_t0037,96,4,B,0.9,0.9978518518518519,0.0021481481481481213,0.0019333333333333333,0.0019333333333333093,0.9000000000000112,2.4069288229178198e-17
cube320_t0037,96,4,HL,0.028333333333333332,0.96,0.040000000000000036,0.0014666666666666667,0.0011333333333333343,0.03666666666666663,0.0003333333333333324
cube320_t0037,96,4,HS,0.07166666666666667,0.9758139534883721,0.024186046511627923,0.0014,0.0017333333333333346,0.05788461538461535,-0.00033333333333333457
cube320_t0037,128,4,B,0.9,0.9971111111111111,0.002888888888888941,0.0026,0.0026000000000000467,0.8999999999999838,-4.683753385137379e-17
cube320_t0037,128,4,HL,0.029133333333333334,0.9290617848970252,0.07093821510297482,0.0014666666666666667,0.0020666666666666667,0.020675268817204304,-0.0006000000000000001
cube320_t0037,128,4,HS,0.07086666666666666,0.9774223894637818,0.022577610536218207,0.0022,0.0015999999999999968,0.09744166666666686,0.0006000000000000033
cube320_t0037,160,4,B,0.9,0.9979259259259259,0.002074074074074117,0.0018666666666666666,0.0018666666666667055,0.8999999999999814,-3.881443777498106e-17
cube320_t0037,160,4,HL,0.0252,0.9338624338624338,0.06613756613756616,0.0011333333333333334,0.0016666666666666672,0.017135999999999995,-0.0005333333333333338
cube320_t0037,160,4,HS,0.0748,0.9866310160427807,0.013368983957219305,0.0015333333333333334,0.0010000000000000041,0.11469333333333288,0.0005333333333333292
cube320_t0037,192,4,B,0.9,0.9971111111111111,0.002888888888888941,0.0026,0.0026000000000000467,0.8999999999999838,-4.683753385137379e-17
cube320_t0037,192,4,HL,0.026333333333333334,0.9493670886075949,0.05063291139240511,0.0016,0.0013333333333333346,0.03159999999999997,0.0002666666666666655
cube320_t0037,192,4,HS,0.07366666666666667,0.971945701357466,0.028054298642533948,0.0018,0.0020666666666666676,0.06416129032258061,-0.00026666666666666766
cube320_t0041,32,1,B,0.9,0.9989074074074074,0.001092592592592645,0.0009833333333333332,0.0009833333333333805,0.8999999999999567,-4.7271214720367993e-17
cube320_t0041,32,1,HL,0.02515,0.9834327369118622,0.01656726308813783,0.00065,0.00041666666666666637,0.039234000000000026,0.0002333333333333336
cube320_t0041,32,1,HS,0.07485,0.9884212870184814,0.01157871298151858,0.0006333333333333333,0.0008666666666666657,0.05469807692307698,-0.00023333333333333236
cube320_t0041,48,1,B,0.9,0.9989814814814815,0.0010185185185185297,0.0009166666666666666,0.0009166666666666767,0.8999999999999901,-1.0083080204115191e-17
cube320_t0041,48,1,HL,0.03211666666666667,0.9854696419304618,0.014530358069538174,0.0006333333333333333,0.0004666666666666677,0.04358690476190467,0.0001666666666666656
cube320_t0041,48,1,HS,0.06788333333333334,0.9889516327031672,0.011048367296832784,0.0005833333333333334,0.0007499999999999988,0.05279814814814823,-0.00016666666666666544
cube320_t0041,64,1,B,0.9,0.9989629629629629,0.0010370370370370585,0.0009333333333333333,0.0009333333333333527,0.8999999999999814,-1.940721888749053e-17
cube320_t0041,64,1,HL,0.037366666666666666,0.9857270294380018,0.014272970561998166,0.0005166666666666667,0.0005333333333333315,0.03619895833333346,-1.666666666666483e-05
cube320_t0041,64,1,HS,0.06263333333333333,0.9885577434805748,0.011442256519425209,0.0007333333333333333,0.0007166666666666656,0.06408992248062025,1.666666666666776e-05
cube320_t0041,80,1,B,0.9,0.999,0.0010000000000000009,0.0009,0.0009000000000000008,0.8999999999999991,-8.673617379884035e-19
cube320_t0041,80,1,HL,0.03345,0.9820627802690582,0.017937219730941756,0.0006666666666666666,0.0006000000000000018,0.037166666666666556,6.666666666666485e-05
cube320_t0041,80,1,HS,0.06655,0.9879789631855748,0.012021036814425234,0.0007333333333333333,0.0007999999999999993,0.06100416666666671,-6.666666666666594e-05
cube320_t0041,96,1,B,0.9,0.9989444444444444,0.0010555555555555873,0.00095,0.0009500000000000286,0.8999999999999729,-2.862293735361732e-17
cube320_t0041,96,1,HL,0.030883333333333332,0.978953049109552,0.021046950890447946,0.0006333333333333333,0.0006500000000000007,0.030091452991452956,-1.6666666666667433e-05
cube320_t0041,96,1,HS,0.06911666666666667,0.9886665059078852,0.011333494092114815,0.0008,0.0007833333333333357,0.07058723404255299,1.666666666666429e-05
cube320_t0041,128,1,B,0.9,0.9991111111111111,0.000888888888888939,0.0008,0.0008000000000000451,0.8999999999999493,-4.5102810375396984e-17
cube320_t0041,128,1,HL,0.028816666666666668,0.9786003470213996,0.02139965297860036,0.0005,0.0006166666666666671,0.023364864864864852,-0.00011666666666666704
cube320_t0041,128,1,HS,0.07118333333333333,0.9936782954811519,0.006321704518848059,0.0005666666666666667,0.000450000000000001,0.08963827160493808,0.00011666666666666569
cube320_t0041,160,1,B,0.9,0.9992592592592593,0.0007407407407407085,0.0006666666666666666,0.0006666666666666377,0.9000000000000391,2.894819800536297e-17
cube320_t0041,160,1,HL,0.03155,0.9857369255150554,0.014263074484944571,0.0005,0.00045000000000000123,0.03505555555555546,4.9999999999998776e-05
cube320_t0041,160,1,HS,0.06845,0.9922084246408571,0.007791575359142877,0.00048333333333333334,0.0005333333333333299,0.062032812500000395,-4.999999999999655e-05
cube320_t0041,192,1,B,0.9,0.9990555555555556,0.0009444444444444144,0.00085,0.0008499999999999731,0.9000000000000286,2.688821387764051e-17
cube320_t0041,192,1,HL,0.029066666666666668,0.9810779816513762,0.018922018348623837,0.0005833333333333334,0.0005499999999999996,0.030828282828282857,3.333333333333378e-05
cube320_t0041,192,1,HS,0.07093333333333333,0.9894266917293233,0.010573308270676707,0.0007166666666666667,0.0007500000000000011,0.06778074074074064,-3.333333333333443e-05
cube320_t0041,32,2,B,0.9,0.9978765432098765,0.00212345679012349,0.001911111111111111,0.0019111111111111412,0.8999999999999858,-3.0140820395097023e-17
cube320_t0041,32,2,HL,0.025133333333333334,0.9584438549955792,0.04155614500442084,0.0011111111111111111,0.0010444444444444438,0.026737588652482287,6.666666666666735e-05
cube320_t0041,32,2,HS,0.07486666666666666,0.9810032650638172,0.018996734936182813,0.0013555555555555556,0.00142222222222222,0.07135729166666678,-6.666666666666431e-05
cube320_t0041,48,2,B,0.9,0.9982469135802469,0.001753086419753136,0.0015777777777777778,0.0015777777777778224,0.8999999999999746,-4.466912950640278e-17
cube320_t0041,48,2,HL,0.03248888888888889,0.978796169630643,0.021203830369357024,0.0010444444444444444,0.0006888888888888882,0.049257347670250945,0.0003555555555555562
cube320_t0041,48,2,HS,0.0675111111111111,0.9779460171165241,0.02205398288347593,0.0011333333333333334,0.001488888888888886,0.051389054726368254,-0.00035555555555555254
cube320_t0041,64,2,B,0.9,0.998,0.0020000000000000018,0.0018,0.0018000000000000017,0.8999999999999991,-1.734723475976807e-18
cube320_t0041,64,2,HL,0.0374,0.9679144385026738,0.03208556149732622,0.0010888888888888888,0.0012000000000000008,0.033937037037037016,-0.00011111111111111196
cube320_t0041,64,2,HS,0.0626,0.9794107206247782,0.020589279375221814,0.0014,0.0012888888888888856,0.06799655172413811,0.00011111111111111434
