label,r,lag,start_index,state,count,sum_S2p,sum_S2m,sum_S2pm
cube320_t0022,64,2,2,HL,812.0,903.4204088780818,1143.5404620882493,902.6542476640155
cube320_t0022,64,1,3,B,27000.0,8262.056073819165,13071.305384749685,8238.215195206167
cube320_t0022,64,1,3,HS,2168.0,2691.31978006181,3267.829994431149,2622.960604632098
cube320_t0022,64,1,3,HL,832.0,915.4909436681437,1119.5395575616021,899.7803030612193
cube320_t0022,80,1,0,B,27000.0,9247.280527313082,15170.810643724953,9420.041461610772
cube320_t0022,80,1,0,HS,2088.0,2718.275986517785,3378.6348527990835,2707.3484486894663
cube320_t0022,80,1,0,HL,912.0,1094.554643277613,1397.2859301218207,1108.4879550527266
cube320_t0022,80,2,0,B,27000.0,9247.280527313082,15170.810643724953,9420.041461610772
cube320_t0022,80,2,0,HS,2088.0,2718.275986517785,3378.6348527990835,2707.3484486894663
cube320_t0022,80,2,0,HL,912.0,1094.554643277613,1397.2859301218207,1108.4879550527266
cube320_t0022,80,4,0,B,27000.0,9247.280527313082,15170.810643724953,9420.041461610772
cube320_t0022,80,4,0,HS,2088.0,2718.275986517785,3378.6348527990835,2707.3484486894663
cube320_t0022,80,4,0,HL,912.0,1094.554643277613,1397.2859301218207,1108.4879550527266
cube320_t0022,80,1,1,B,27000.0,8954.688317408305,14811.709806668401,9115.173384136608
cube320_t0022,80,1,1,HS,2050.0,2627.514507280532,3329.839192378468,2646.2555344227353
cube320_t0022,80,1,1,HL,950.0,1103.5673539542813,1447.7426352891732,1127.2679058741755
cube320_t0022,80,2,1,B,27000.0,8954.688317408305,14811.709806668401,9115.173384136608
cube320_t0022,80,2,1,HS,2050.0,2627.514507280532,3329.839192378468,2646.2555344227353
cube320_t0022,80,2,1,HL,950.0,1103.5673539542813,1447.7426352891732,1127.2679058741755
cube320_t0022,80,1,2,B,27000.0,8980.732733692963,15199.109012173845,9212.23089131749
cube320_t0022,80,1,2,HS,2124.0,2775.5375498196486,3544.404503379086,2792.379813488665
cube320_t0022,80,1,2,HL,876.0,1059.2392570684642,1305.718189616473,1050.943395054954
cube320_t0022,80,2,2,B,27000.0,8980.732733692963,15199.109012173845,9212.23089131749
cube320_t0022,80,2,2,HS,2124.0,2775.5375498196486,3544.404503379086,2792.379813488665
cube320_t0022,80,2,2,HL,876.0,1059.2392570684642,1305.718189616473,1050.943395054954
cube320_t0022,80,1,3,B,27000.0,9250.641190118118,14861.51012314398,9278.220318688433
cube320_t0022,80,1,3,HS,2096.0,2751.656023418881,3329.013708435514,2731.2417817539226
cube320_t0022,80,1,3,HL,904.0,1090.381449826747,1371.3774033473492,1099.3901777230215
cube320_t0022,96,1,0,B,27000.0,10165.761033097864,17245.79930662222,10499.861400751193
cube320_t0022,96,1,0,HS,1998.0,2838.137210562828,3431.6765357020167,2804.8547560433312
cube320_t0022,96,1,0,HL,1002.0,1380.8171269399766,1591.5175199579928,1344.8440369548641
cube320_t0022,96,2,0,B,27000.0,10165.761033097864,17245.79930662222,10499.861400751193
cube320_t0022,96,2,0,HS,1998.0,2838.137210562828,3431.6765357020167,2804.8547560433312
cube320_t0022,96,2,0,HL,1002.0,1380.8171269399766,1591.5175199579928,1344.8440369548641
cube320_t0022,96,4,0,B,27000.0,10165.761033097864,17245.79930662222,10499.861400751193
cube320_t0022,96,4,0,HS,1998.0,2838.137210562828,3431.6765357020167,2804.8547560433312
cube320_t0022,96,4,0,HL,1002.0,1380.8171269399766,1591.5175199579928,1344.8440369548641
cube320_t0022,96,1,1,B,27000.0,9995.416021935795,17172.587699924246,10394.609933933185
cube320_t0022,96,1,1,HS,1980.0,2825.7624854864216,3541.055986127929,2843.3658494053984
cube320_t0022,96,1,1,HL,1020.0,1304.3929018797987,1677.1671865640396,1316.4744267783135
cube320_t0022,96,2,1,B,27000.0,9995.416021935795,17172.587699924246,10394.609933933185
cube320_t0022,96,2,1,HS,1980.0,2825.7624854864216,3541.055986127929,2843.3658494053984
cube320_t0022,96,2,1,HL,1020.0,1304.3929018797987,1677.1671865640396,1316.4744267783135
cube320_t0022,96,1,2,B,27000.0,10207.007965776262,17326.908988723797,10557.234330754463
cube320_t0022,96,1,2,HS,2014.0,2759.2565126272757,3710.5775858107754,2862.9821100336017
cube320_t0022,96,1,2,HL,986.0,1298.4205274288165,1553.5299192471082,1287.3281520381295
cube320_t0022,96,2,2,B,27000.0,10207.007965776262,17326.908988723797,10557.234330754463
cube320_t0022,96,2,2,HS,2014.0,2759.2565126272757,3710.5775858107754,2862.9821100336017
cube320_t0022,96,2,2,HL,986.0,1298.4205274288165,1553.5299192471082,1287.3281520381295
cube320_t0022,96,1,3,B,27000.0,10123.768032262364,17358.473456642925,10521.24928555884
cube320_t0022,96,1,3,HS,1938.0,2741.11931206893,3487.7147659535103,2763.220753116349
cube320_t0022,96,1,3,HL,1062.0,1399.2968533790993,1723.4414295561385,1399.9628294550866
cube320_t0022,128,1,0,B,27000.0,11684.948787914318,21155.42037109757,12196.82294311605
cube320_t0022,128,1,0,HS,1810.0,2403.144554020009,3412.82569901587,2559.3122678230357
cube320_t0022,128,1,0,HL,1190.0,1819.4474537732497,1903.7786618307969,1668.5996936618121
cube320_t0022,128,2,0,B,27000.0,11684.948787914318,21155.42037109757,12196.82294311605
cube320_t0022,128,2,0,HS,1810.0,2403.144554020009,3412.82569901587,2559.3122678230357
cube320_t0022,128,2,0,HL,1190.0,1819.4474537732497,1903.7786618307969,1668.5996936618121
cube320_t0022,128,4,0,B,27000.0,11684.948787914318,21155.42037109757,12196.82294311605
cube320_t0022,128,4,0,HS,1810.0,2403.144554020009,3412.82569901587,2559.3122678230357
cube320_t0022,128,4,0,HL,1190.0,1819.4474537732497,1903.7786618307969,1668.5996936618121
cube320_t0022,128,1,1,B,27000.0,11972.91000578583,21161.309590803205,12492.937364009265
cube320_t0022,128,1,1,HS,1892.0,2490.3572630159874,3607.0913441739663,2702.860115088973
