label,r,lag,start_index,from_state,to_state,count
cube320_t0049,64,2,0,HS,B,10.0
cube320_t0049,64,2,0,HS,HS,2264.0
cube320_t0049,64,2,0,HS,HL,2.0
cube320_t0049,64,2,0,HL,B,10.0
cube320_t0049,64,2,0,HL,HS,2.0
cube320_t0049,64,2,0,HL,HL,712.0
cube320_t0049,64,4,0,B,B,26952.0
cube320_t0049,64,4,0,B,HS,26.0
cube320_t0049,64,4,0,B,HL,22.0
cube320_t0049,64,4,0,HS,B,26.0
cube320_t0049,64,4,0,HS,HS,2242.0
cube320_t0049,64,4,0,HS,HL,8.0
cube320_t0049,64,4,0,HL,B,22.0
cube320_t0049,64,4,0,HL,HS,2.0
cube320_t0049,64,4,0,HL,HL,700.0
cube320_t0049,64,1,1,B,B,26978.0
cube320_t0049,64,1,1,B,HS,14.0
cube320_t0049,64,1,1,B,HL,8.0
cube320_t0049,64,1,1,HS,B,12.0
cube320_t0049,64,1,1,HS,HS,2262.0
cube320_t0049,64,1,1,HS,HL,4.0
cube320_t0049,64,1,1,HL,B,10.0
cube320_t0049,64,1,1,HL,HS,2.0
cube320_t0049,64,1,1,HL,HL,710.0
cube320_t0049,64,2,1,B,B,26966.0
cube320_t0049,64,2,1,B,HS,18.0
cube320_t0049,64,2,1,B,HL,16.0
cube320_t0049,64,2,1,HS,B,18.0
cube320_t0049,64,2,1,HS,HS,2248.0
cube320_t0049,64,2,1,HS,HL,12.0
cube320_t0049,64,2,1,HL,B,16.0
cube320_t0049,64,2,1,HL,HS,2.0
cube320_t0049,64,2,1,HL,HL,704.0
cube320_t0049,64,1,2,B,B,26980.0
cube320_t0049,64,1,2,B,HS,14.0
cube320_t0049,64,1,2,B,HL,6.0
cube320_t0049,64,1,2,HS,B,8.0
cube320_t0049,64,1,2,HS,HS,2260.0
cube320_t0049,64,1,2,HS,HL,2.0
cube320_t0049,64,1,2,HL,B,12.0
cube320_t0049,64,1,2,HL,HS,4.0
cube320_t0049,64,1,2,HL,HL,714.0
cube320_t0049,64,2,2,B,B,26962.0
cube320_t0049,64,2,2,B,HS,26.0
cube320_t0049,64,2,2,B,HL,12.0
cube320_t0049,64,2,2,HS,B,22.0
cube320_t0049,64,2,2,HS,HS,2246.0
cube320_t0049,64,2,2,HS,HL,2.0
cube320_t0049,64,2,2,HL,B,16.0
cube320_t0049,64,2,2,HL,HS,8.0
cube320_t0049,64,2,2,HL,HL,706.0
cube320_t0049,64,1,3,B,B,26984.0
cube320_t0049,64,1,3,B,HS,6.0
cube320_t0049,64,1,3,B,HL,10.0
cube320_t0049,64,1,3,HS,B,6.0
cube320_t0049,64,1,3,HS,HS,2192.0
cube320_t0049,64,1,3,HS,HL,2.0
cube320_t0049,64,1,3,HL,B,10.0
cube320_t0049,64,1,3,HL,HS,2.0
cube320_t0049,64,1,3,HL,HL,788.0
cube320_t0049,80,1,0,B,B,26988.0
cube320_t0049,80,1,0,B,HS,10.0
cube320_t0049,80,1,0,B,HL,2.0
cube320_t0049,80,1,0,HS,B,4.0
cube320_t0049,80,1,0,HS,HS,2162.0
cube320_t0049,80,1,0,HS,HL,6.0
cube320_t0049,80,1,0,HL,B,8.0
cube320_t0049,80,1,0,HL,HS,2.0
cube320_t0049,80,1,0,HL,HL,818.0
cube320_t0049,80,2,0,B,B,26972.0
cube320_t0049,80,2,0,B,HS,16.0
cube320_t0049,80,2,0,B,HL,12.0
cube320_t0049,80,2,0,HS,B,10.0
cube320_t0049,80,2,0,HS,HS,2150.0
cube320_t0049,80,2,0,HS,HL,12.0
cube320_t0049,80,2,0,HL,B,18.0
cube320_t0049,80,2,0,HL,HS,6.0
cube320_t0049,80,2,0,HL,HL,804.0
cube320_t0049,80,4,0,B,B,26952.0
cube320_t0049,80,4,0,B,HS,32.0
cube320_t0049,80,4,0,B,HL,16.0
cube320_t0049,80,4,0,HS,B,14.0
cube320_t0049,80,4,0,HS,HS,2140.0
cube320_t0049,80,4,0,HS,HL,18.0
cube320_t0049,80,4,0,HL,B,34.0
cube320_t0049,80,4,0,HL,HS,8.0
cube320_t0049,80,4,0,HL,HL,786.0
cube320_t0049,80,1,1,B,B,26986.0
cube320_t0049,80,1,1,B,HS,6.0
cube320_t0049,80,1,1,B,HL,8.0
cube320_t0049,80,1,1,HS,B,12.0
cube320_t0049,80,1,1,HS,HS,2208.0
cube320_t0049,80,1,1,HS,HL,6.0
cube320_t0049,80,1,1,HL,B,2.0
cube320_t0049,80,1,1,HL,HS,2.0
cube320_t0049,80,1,1,HL,HL,770.0
cube320_t0049,80,2,1,B,B,26974.0
cube320_t0049,80,2,1,B,HS,12.0
cube320_t0049,80,2,1,B,HL,14.0
cube320_t0049,80,2,1,HS,B,20.0
cube320_t0049,80,2,1,HS,HS,2198.0
cube320_t0049,80,2,1,HS,HL,8.0
cube320_t0049,80,2,1,HL,B,6.0
cube320_t0049,80,2,1,HL,HS,4.0
cube320_t0049,80,2,1,HL,HL,764.0
cube320_t0049,80,1,2,B,B,26980.0
cube320_t0049,80,1,2,B,HS,8.0
cube320_t0049,80,1,2,B,HL,12.0
cube320_t0049,80,1,2,HS,B,4.0
cube320_t0049,80,1,2,HS,HS,2212.0
cube320_t0049,80,1,2,HS,HL,8.0
cube320_t0049,80,1,2,HL,B,16.0
cube320_t0049,80,1,2,HL,HS,2.0
cube320_t0049,80,1,2,HL,HL,758.0
cube320_t0049,80,2,2,B,B,26972.0
cube320_t0049,80,2,2,B,HS,12.0
cube320_t0049,80,2,2,B,HL,16.0
cube320_t0049,80,2,2,HS,B,12.0
cube320_t0049,80,2,2,HS,HS,2200.0
cube320_t0049,80,2,2,HS,HL,12.0
cube320_t0049,80,2,2,HL,B,16.0
cube320_t0049,80,2,2,HL,HS,4.0
cube320_t0049,80,2,2,HL,HL,756.0
cube320_t0049,80,1,3,B,B,26986.0
cube320_t0049,80,1,3,B,HS,4.0
cube320_t0049,80,1,3,B,HL,10.0
cube320_t0049,80,1,3,HS,B,4.0
cube320_t0049,80,1,3,HS,HS,2158.0
cube320_t0049,80,1,3,HS,HL,2.0
cube320_t0049,80,1,3,HL,B,10.0
cube320_t0049,80,1,3,HL,HS,0.0
cube320_t0049,80,1,3,HL,HL,826.0
cube320_t0049,96,1,0,B,B,26990.0
cube320_t0049,96,1,0,B,HS,6.0
cube320_t0049,96,1,0,B,HL,4.0
cube320_t0049,96,1,0,HS,B,4.0
cube320_t0049,96,1,0,HS,HS,2196.0
cube320_t0049,96,1,0,HS,HL,8.0
cube320_t0049,96,1,0,HL,B,6.0
cube320_t0049,96,1,0,HL,HS,2.0
cube320_t0049,96,1,0,HL,HL,784.0
cube320_t0049,96,2,0,B,B,26976.0
cube320_t0049,96,2,0,B,HS,12.0
cube320_t0049,96,2,0,B,HL,12.0
cube320_t0049,96,2,0,HS,B,14.0
cube320_t0049,96,2,0,HS,HS,2184.0
cube320_t0049,96,2,0,HS,HL,10.0
cube320_t0049,96,2,0,HL,B,10.0
cube320_t0049,96,2,0,HL,HS,4.0
cube320_t0049,96,2,0,HL,HL,778.0
cube320_t0049,96,4,0,B,B,26952.0
cube320_t0049,96,4,0,B,HS,30.0
cube320_t0049,96,4,0,B,HL,18.0
cube320_t0049,96,4,0,HS,B,24.0
cube320_t0049,96,4,0,HS,HS,2162.0
cube320_t0049,96,4,0,HS,HL,22.0
cube320_t0049,96,4,0,HL,B,24.0
cube320_t0049,96,4,0,HL,HS,4.0
cube320_t0049,96,4,0,HL,HL,764.0
cube320_t0049,96,1,1,B,B,26978.0
cube320_t0049,96,1,1,B,HS,8.0
cube320_t0049,96,1,1,B,HL,14.0
cube320_t0049,96,1,1,HS,B,18.0
cube320_t0049,96,1,1,HS,HS,2186.0
cube320_t0049,96,1,1,HS,HL,2.0
cube320_t0049,96,1,1,HL,B,4.0
cube320_t0049,96,1,1,HL,HS,2.0
cube320_t0049,96,1,1,HL,HL,788.0
cube320_t0049,96,2,1,B,B,26966.0
cube320_t0049,96,2,1,B,HS,16.0
cube320_t0049,96,2,1,B,HL,18.0
cube320_t0049,96,2,1,HS,B,24.0
cube320_t0049,96,2,1,HS,HS,2178.0
cube320_t0049,96,2,1,HS,HL,4.0
cube320_t0049,96,2,1,HL,B,10.0
cube320_t0049,96,2,1,HL,HS,6.0
cube320_t0049,96,2,1,HL,HL,778.0
cube320_t0049,96,1,2,B,B,26994.0
cube320_t0049,96,1,2,B,HS,4.0
cube320_t0049,96,1,2,B,HL,2.0
cube320_t0049,96,1,2,HS,B,2.0
cube320_t0049,96,1,2,HS,HS,2170.0
cube320_t0049,96,1,2,HS,HL,6.0
cube320_t0049,96,1,2,HL,B,4.0
cube320_t0049,96,1,2,HL,HS,4.0
cube320_t0049,96,1,2,HL,HL,814.0
cube320_t0049,96,2,2,B,B,26978.0
cube320_t0049,96,2,2,B,HS,10.0
cube320_t0049,96,2,2,B,HL,12.0
cube320_t0049,96,2,2,HS,B,12.0
cube320_t0049,96,2,2,HS,HS,2158.0
cube320_t0049,96,2,2,HS,HL,8.0
cube320_t0049,96,2,2,HL,B,10.0
cube320_t0049,96,2,2,HL,HS,8.0
cube320_t0049,96,2,2,HL,HL,804.0
cube320_t0049,96,1,3,B,B,26984.0
cube320_t0049,96,1,3,B,HS,12.0
cube320_t0049,96,1,3,B,HL,4.0
cube320_t0049,96,1,3,HS,B,6.0
cube320_t0049,96,1,3,HS,HS,2166.0
cube320_t0049,96,1,3,HS,HL,8.0
cube320_t0049,96,1,3,HL,B,10.0
cube320_t0049,96,1,3,HL,HS,2.0
cube320_t0049,96,1,3,HL,HL,808.0
cube320_t0049,128,1,0,B,B,26984.0
cube320_t0049,128,1,0,B,HS,6.0
cube320_t0049,128,1,0,B,HL,10.0
cube320_t0049,128,1,0,HS,B,8.0
cube320_t0049,128,1,0,HS,HS,2112.0
cube320_t0049,128,1,0,HS,HL,6.0
cube320_t0049,128,1,0,HL,B,8.0
cube320_t0049,128,1,0,HL,HS,4.0
cube320_t0049,128,1,0,HL,HL,862.0
cube320_t0049,128,2,0,B,B,26972.0
cube320_t0049,128,2,0,B,HS,16.0
cube320_t0049,128,2,0,B,HL,12.0
cube320_t0049,128,2,0,HS,B,16.0
cube320_t0049,128,2,0,HS,HS,2100.0
cube320_t0049,128,2,0,HS,HL,10.0
cube320_t0049,128,2,0,HL,B,12.0
cube320_t0049,128,2,0,HL,HS,6.0
cube320_t0049,128,2,0,HL,HL,856.0
cube320_t0049,128,4,0,B,B,26950.0
cube320_t0049,128,4,0,B,HS,28.0
cube320_t0049,128,4,0,B,HL,22.0
cube320_t0049,128,4,0,HS,B,26.0
cube320_t0049,128,4,0,HS,HS,2082.0
cube320_t0049,128,4,0,HS,HL,18.0
cube320_t0049,128,4,0,HL,B,24.0
cube320_t0049,128,4,0,HL,HS,10.0
cube320_t0049,128,4,0,HL,HL,840.0
cube320_t0049,128,1,1,B,B,26986.0
cube320_t0049,128,1,1,B,HS,6.0
cube320_t0049,128,1,1,B,HL,8.0
cube320_t0049,128,1,1,HS,B,6.0
cube320_t0049,128,1,1,HS,HS,2108.0
cube320_t0049,128,1,1,HS,HL,2.0
cube320_t0049,128,1,1,HL,B,8.0
cube320_t0049,128,1,1,HL,HS,2.0
cube320_t0049,128,1,1,HL,HL,874.0
cube320_t0049,128,2,1,B,B,26970.0
cube320_t0049,128,2,1,B,HS,18.0
cube320_t0049,128,2,1,B,HL,12.0
cube320_t0049,128,2,1,HS,B,14.0
cube320_t0049,128,2,1,HS,HS,2098.0
cube320_t0049,128,2,1,HS,HL,4.0
cube320_t0049,128,2,1,HL,B,16.0
cube320_t0049,128,2,1,HL,HS,4.0
cube320_t0049,128,2,1,HL,HL,864.0
cube320_t0049,128,1,2,B,B,26988.0
cube320_t0049,128,1,2,B,HS,4.0
cube320_t0049,128,1,2,B,HL,8.0
cube320_t0049,128,1,2,HS,B,4.0
cube320_t0049,128,1,2,HS,HS,2108.0
cube320_t0049,128,1,2,HS,HL,2.0
cube320_t0049,128,1,2,HL,B,8.0
cube320_t0049,128,1,2,HL,HS,2.0
cube320_t0049,128,1,2,HL,HL,876.0
cube320_t0049,128,2,2,B,B,26970.0
cube320_t0049,128,2,2,B,HS,8.0
cube320_t0049,128,2,2,B,HL,22.0
cube320_t0049,128,2,2,HS,B,10.0
cube320_t0049,128,2,2,HS,HS,2098.0
cube320_t0049,128,2,2,HS,HL,6.0
cube320_t0049,128,2,2,HL,B,20.0
cube320_t0049,128,2,2,HL,HS,4.0
cube320_t0049,128,2,2,HL,HL,862.0
cube320_t0049,128,1,3,B,B,26974.0
cube320_t0049,128,1,3,B,HS,14.0
cube320_t0049,128,1,3,B,HL,12.0
cube320_t0049,128,1,3,HS,B,14.0
cube320_t0049,128,1,3,HS,HS,2102.0
cube320_t0049,128,1,3,HS,HL,0.0
cube320_t0049,128,1,3,HL,B,12.0
cube320_t0049,128,1,3,HL,HS,4.0
cube320_t0049,128,1,3,HL,HL,868.0
cube320_t0049,160,1,0,B,B,26990.0
cube320_t0049,160,1,0,B,HS,10.0
cube320_t0049,160,1,0,B,HL,0.0
cube320_t0049,160,1,0,HS,B,4.0
cube320_t0049,160,1,0,HS,HS,2140.0
cube320_t0049,160,1,0,HS,HL,6.0
cube320_t0049,160,1,0,HL,B,6.0
cube320_t0049,160,1,0,HL,HS,2.0
cube320_t0049,160,1,0,HL,HL,842.0
cube320_t0049,160,2,0,B,B,26970.0
cube320_t0049,160,2,0,B,HS,28.0
cube320_t0049,160,2,0,B,HL,2.0
cube320_t0049,160,2,0,HS,B,18.0
cube320_t0049,160,2,0,HS,HS,2126.0
cube320_t0049,160,2,0,HS,HL,6.0
cube320_t0049,160,2,0,HL,B,12.0
cube320_t0049,160,2,0,HL,HS,10.0
cube320_t0049,160,2,0,HL,HL,828.0
cube320_t0049,160,4,0,B,B,26934.0
cube320_t0049,160,4,0,B,HS,48.0
cube320_t0049,160,4,0,B,HL,18.0
cube320_t0049,160,4,0,HS,B,38.0
cube320_t0049,160,4,0,HS,HS,2102.0
cube320_t0049,160,4,0,HS,HL,10.0
cube320_t0049,160,4,0,HL,B,28.0
cube320_t0049,160,4,0,HL,HS,16.0
cube320_t0049,160,4,0,HL,HL,806.0
cube320_t0049,160,1,1,B,B,26984.0
cube320_t0049,160,1,1,B,HS,8.0
cube320_t0049,160,1,1,B,HL,8.0
cube320_t0049,160,1,1,HS,B,14.0
cube320_t0049,160,1,1,HS,HS,2178.0
cube320_t0049,160,1,1,HS,HL,0.0
cube320_t0049,160,1,1,HL,B,2.0
cube320_t0049,160,1,1,HL,HS,0.0
cube320_t0049,160,1,1,HL,HL,806.0
cube320_t0049,160,2,1,B,B,26968.0
cube320_t0049,160,2,1,B,HS,16.0
cube320_t0049,160,2,1,B,HL,16.0
cube320_t0049,160,2,1,HS,B,20.0
cube320_t0049,160,2,1,HS,HS,2172.0
cube320_t0049,160,2,1,HS,HL,0.0
cube320_t0049,160,2,1,HL,B,12.0
cube320_t0049,160,2,1,HL,HS,4.0
cube320_t0049,160,2,1,HL,HL,792.0
cube320_t0049,160,1,2,B,B,26984.0
cube320_t0049,160,1,2,B,HS,12.0
cube320_t0049,160,1,2,B,HL,4.0
cube320_t0049,160,1,2,HS,B,12.0
cube320_t0049,160,1,2,HS,HS,2190.0
cube320_t0049,160,1,2,HS,HL,4.0
cube320_t0049,160,1,2,HL,B,4.0
cube320_t0049,160,1,2,HL,HS,2.0
cube320_t0049,160,1,2,HL,HL,788.0
cube320_t0049,160,2,2,B,B,26972.0
cube320_t0049,160,2,2,B,HS,14.0
cube320_t0049,160,2,2,B,HL,14.0
cube320_t0049,160,2,2,HS,B,20.0
cube320_t0049,160,2,2,HS,HS,2178.0
cube320_t0049,160,2,2,HS,HL,8.0
cube320_t0049,160,2,2,HL,B,8.0
cube320_t0049,160,2,2,HL,HS,4.0
cube320_t0049,160,2,2,HL,HL,782.0
cube320_t0049,160,1,3,B,B,26994.0
cube320_t0049,160,1,3,B,HS,4.0
cube320_t0049,160,1,3,B,HL,2.0
cube320_t0049,160,1,3,HS,B,6.0
cube320_t0049,160,1,3,HS,HS,2228.0
cube320_t0049,160,1,3,HS,HL,2.0
cube320_t0049,160,1,3,HL,B,0.0
cube320_t0049,160,1,3,HL,HS,2.0
cube320_t0049,160,1,3,HL,HL,762.0
cube320_t0049,192,1,0,B,B,26986.0
cube320_t0049,192,1,0,B,HS,2.0
cube320_t0049,192,1,0,B,HL,12.0
cube320_t0049,192,1,0,HS,B,12.0
cube320_t0049,192,1,0,HS,HS,2264.0
cube320_t0049,192,1,0,HS,HL,0.0
cube320_t0049,192,1,0,HL,B,2.0
cube320_t0049,192,1,0,HL,HS,4.0
cube320_t0049,192,1,0,HL,HL,718.0
cube320_t0049,192,2,0,B,B,26974.0
cube320_t0049,192,2,0,B,HS,6.0
cube320_t0049,192,2,0,B,HL,20.0
cube320_t0049,192,2,0,HS,B,18.0
cube320_t0049,192,2,0,HS,HS,2256.0
cube320_t0049,192,2,0,HS,HL,2.0
cube320_t0049,192,2,0,HL,B,8.0
cube320_t0049,192,2,0,HL,HS,14.0
cube320_t0049,192,2,0,HL,HL,702.0
cube320_t0049,192,4,0,B,B,26944.0
cube320_t0049,192,4,0,B,HS,26.0
cube320_t0049,192,4,0,B,HL,30.0
cube320_t0049,192,4,0,HS,B,34.0
cube320_t0049,192,4,0,HS,HS,2236.0
cube320_t0049,192,4,0,HS,HL,6.0
cube320_t0049,192,4,0,HL,B,22.0
cube320_t0049,192,4,0,HL,HS,20.0
cube320_t0049,192,4,0,HL,HL,682.0
cube320_t0049,192,1,1,B,B,26980.0
cube320_t0049,192,1,1,B,HS,20.0
cube320_t0049,192,1,1,B,HL,0.0
cube320_t0049,192,1,1,HS,B,14.0
cube320_t0049,192,1,1,HS,HS,2222.0
cube320_t0049,192,1,1,HS,HL,4.0
cube320_t0049,192,1,1,HL,B,6.0
cube320_t0049,192,1,1,HL,HS,2.0
cube320_t0049,192,1,1,HL,HL,752.0
cube320_t0049,192,2,1,B,B,26958.0
cube320_t0049,192,2,1,B,HS,28.0
cube320_t0049,192,2,1,B,HL,14.0
cube320_t0049,192,2,1,HS,B,28.0
cube320_t0049,192,2,1,HS,HS,2206.0
cube320_t0049,192,2,1,HS,HL,6.0
cube320_t0049,192,2,1,HL,B,14.0
cube320_t0049,192,2,1,HL,HS,8.0
cube320_t0049,192,2,1,HL,HL,738.0
cube320_t0049,192,1,2,B,B,26986.0
cube320_t0049,192,1,2,B,HS,10.0
cube320_t0049,192,1,2,B,HL,4.0
cube320_t0049,192,1,2,HS,B,12.0
cube320_t0049,192,1,2,HS,HS,2220.0
cube320_t0049,192,1,2,HS,HL,2.0
cube320_t0049,192,1,2,HL,B,2.0
cube320_t0049,192,1,2,HL,HS,4.0
cube320_t0049,192,1,2,HL,HL,760.0
cube320_t0049,192,2,2,B,B,26974.0
cube320_t0049,192,2,2,B,HS,18.0
cube320_t0049,192,2,2,B,HL,8.0
cube320_t0049,192,2,2,HS,B,18.0
cube320_t0049,192,2,2,HS,HS,2208.0
cube320_t0049,192,2,2,HS,HL,8.0
cube320_t0049,192,2,2,HL,B,8.0
cube320_t0049,192,2,2,HL,HS,4.0
cube320_t0049,192,2,2,HL,HL,754.0
cube320_t0049,192,1,3,B,B,26980.0
cube320_t0049,192,1,3,B,HS,10.0
cube320_t0049,192,1,3,B,HL,10.0
cube320_t0049,192,1,3,HS,B,12.0
cube320_t0049,192,1,3,HS,HS,2206.0
cube320_t0049,192,1,3,HS,HL,2.0
cube320_t0049,192,1,3,HL,B,8.0
cube320_t0049,192,1,3,HL,HS,6.0
cube320_t0049,192,1,3,HL,HL,766.0
cube320_t0053,32,1,0,B,B,26976.0
cube320_t0053,32,1,0,B,HS,12.0
cube320_t0053,32,1,0,B,HL,12.0
cube320_t0053,32,1,0,HS,B,12.0
cube320_t0053,32,1,0,HS,HS,2156.0
cube320_t0053,32,1,0,HS,HL,4.0
cube320_t0053,32,1,0,HL,B,12.0
cube320_t0053,32,1,0,HL,HS,0.0
cube320_t0053,32,1,0,HL,HL,816.0
cube320_t0053,32,2,0,B,B,26956.0
cube320_t0053,32,2,0,B,HS,28.0
cube320_t0053,32,2,0,B,HL,16.0
cube320_t0053,32,2,0,HS,B,26.0
cube320_t0053,32,2,0,HS,HS,2138.0
cube320_t0053,32,2,0,HS,HL,8.0
cube320_t0053,32,2,0,HL,B,18.0
cube320_t0053,32,2,0,HL,HS,0.0
cube320_t0053,32,2,0,HL,HL,810.0
cube320_t0053,32,4,0,B,B,26892.0
cube320_t0053,32,4,0,B,HS,58.0
cube320_t0053,32,4,0,B,HL,50.0
cube320_t0053,32,4,0,HS,B,70.0
cube320_t0053,32,4,0,HS,HS,2088.0
cube320_t0053,32,4,0,HS,HL,14.0
cube320_t0053,32,4,0,HL,B,38.0
cube320_t0053,32,4,0,HL,HS,10.0
cube320_t0053,32,4,0,HL,HL,780.0
cube320_t0053,32,1,1,B,B,26976.0
cube320_t0053,32,1,1,B,HS,14.0
cube320_t0053,32,1,1,B,HL,10.0
cube320_t0053,32,1,1,HS,B,8.0
cube320_t0053,32,1,1,HS,HS,2138.0
cube320_t0053,32,1,1,HS,HL,10.0
cube320_t0053,32,1,1,HL,B,16.0
cube320_t0053,32,1,1,HL,HS,6.0
cube320_t0053,32,1,1,HL,HL,822.0
cube320_t0053,32,2,1,B,B,26952.0
cube320_t0053,32,2,1,B,HS,32.0
cube320_t0053,32,2,1,B,HL,16.0
cube320_t0053,32,2,1,HS,B,22.0
cube320_t0053,32,2,1,HS,HS,2120.0
cube320_t0053,32,2,1,HS,HL,14.0
cube320_t0053,32,2,1,HL,B,26.0
cube320_t0053,32,2,1,HL,HS,16.0
cube320_t0053,32,2,1,HL,HL,802.0
cube320_t0053,32,1,2,B,B,26976.0
cube320_t0053,32,1,2,B,HS,12.0
cube320_t0053,32,1,2,B,HL,12.0
cube320_t0053,32,1,2,HS,B,12.0
cube320_t0053,32,1,2,HS,HS,2146.0
cube320_t0053,32,1,2,HS,HL,10.0
cube320_t0053,32,1,2,HL,B,12.0
cube320_t0053,32,1,2,HL,HS,10.0
cube320_t0053,32,1,2,HL,HL,810.0
cube320_t0053,32,2,2,B,B,26956.0
cube320_t0053,32,2,2,B,HS,28.0
cube320_t0053,32,2,2,B,HL,16.0
cube320_t0053,32,2,2,HS,B,22.0
cube320_t0053,32,2,2,HS,HS,2134.0
cube320_t0053,32,2,2,HS,HL,12.0
cube320_t0053,32,2,2,HL,B,22.0
cube320_t0053,32,2,2,HL,HS,16.0
cube320_t0053,32,2,2,HL,HL,794.0
cube320_t0053,32,1,3,B,B,26982.0
cube320_t0053,32,1,3,B,HS,16.0
cube320_t0053,32,1,3,B,HL,2.0
cube320_t0053,32,1,3,HS,B,14.0
cube320_t0053,32,1,3,HS,HS,2172.0
cube320_t0053,32,1,3,HS,HL,4.0
cube320_t0053,32,1,3,HL,B,4.0
cube320_t0053,32,1,3,HL,HS,0.0
cube320_t0053,32,1,3,HL,HL,806.0
cube320_t0053,48,1,0,B,B,26978.0
cube320_t0053,48,1,0,B,HS,18.0
cube320_t0053,48,1,0,B,HL,4.0
cube320_t0053,48,1,0,HS,B,16.0
cube320_t0053,48,1,0,HS,HS,2046.0
cube320_t0053,48,1,0,HS,HL,6.0
cube320_t0053,48,1,0,HL,B,6.0
cube320_t0053,48,1,0,HL,HS,2.0
cube320_t0053,48,1,0,HL,HL,924.0
cube320_t0053,48,2,0,B,B,26946.0
cube320_t0053,48,2,0,B,HS,36.0
cube320_t0053,48,2,0,B,HL,18.0
cube320_t0053,48,2,0,HS,B,30.0
cube320_t0053,48,2,0,HS,HS,2026.0
cube320_t0053,48,2,0,HS,HL,12.0
cube320_t0053,48,2,0,HL,B,24.0
cube320_t0053,48,2,0,HL,HS,4.0
cube320_t0053,48,2,0,HL,HL,904.0
cube320_t0053,48,4,0,B,B,26886.0
cube320_t0053,48,4,0,B,HS,80.0
cube320_t0053,48,4,0,B,HL,34.0
cube320_t0053,48,4,0,HS,B,68.0
cube320_t0053,48,4,0,HS,HS,1974.0
cube320_t0053,48,4,0,HS,HL,26.0
cube320_t0053,48,4,0,HL,B,46.0
cube320_t0053,48,4,0,HL,HS,12.0
cube320_t0053,48,4,0,HL,HL,874.0
cube320_t0053,48,1,1,B,B,26982.0
cube320_t0053,48,1,1,B,HS,10.0
cube320_t0053,48,1,1,B,HL,8.0
cube320_t0053,48,1,1,HS,B,10.0
cube320_t0053,48,1,1,HS,HS,2064.0
cube320_t0053,48,1,1,HS,HL,6.0
cube320_t0053,48,1,1,HL,B,8.0
cube320_t0053,48,1,1,HL,HS,2.0
cube320_t0053,48,1,1,HL,HL,910.0
cube320_t0053,48,2,1,B,B,26960.0
cube320_t0053,48,2,1,B,HS,22.0
cube320_t0053,48,2,1,B,HL,18.0
cube320_t0053,48,2,1,HS,B,32.0
cube320_t0053,48,2,1,HS,HS,2036.0
cube320_t0053,48,2,1,HS,HL,12.0
cube320_t0053,48,2,1,HL,B,8.0
cube320_t0053,48,2,1,HL,HS,12.0
cube320_t0053,48,2,1,HL,HL,900.0
cube320_t0053,48,1,2,B,B,26970.0
cube320_t0053,48,1,2,B,HS,16.0
cube320_t0053,48,1,2,B,HL,14.0
cube320_t0053,48,1,2,HS,B,16.0
cube320_t0053,48,1,2,HS,HS,2088.0
cube320_t0053,48,1,2,HS,HL,6.0
cube320_t0053,48,1,2,HL,B,14.0
cube320_t0053,48,1,2,HL,HS,12.0
cube320_t0053,48,1,2,HL,HL,864.0
cube320_t0053,48,2,2,B,B,26938.0
cube320_t0053,48,2,2,B,HS,36.0
cube320_t0053,48,2,2,B,HL,26.0
cube320_t0053,48,2,2,HS,B,32.0
cube320_t0053,48,2,2,HS,HS,2066.0
cube320_t0053,48,2,2,HS,HL,12.0
cube320_t0053,48,2,2,HL,B,30.0
cube320_t0053,48,2,2,HL,HS,18.0
cube320_t0053,48,2,2,HL,HL,842.0
cube320_t0053,48,1,3,B,B,26980.0
cube320_t0053,48,1,3,B,HS,16.0
cube320_t0053,48,1,3,B,HL,4.0
cube320_t0053,48,1,3,HS,B,6.0
cube320_t0053,48,1,3,HS,HS,2012.0
cube320_t0053,48,1,3,HS,HL,4.0
cube320_t0053,48,1,3,HL,B,14.0
cube320_t0053,48,1,3,HL,HS,2.0
cube320_t0053,48,1,3,HL,HL,962.0
cube320_t0053,64,1,0,B,B,26968.0
cube320_t0053,64,1,0,B,HS,22.0
cube320_t0053,64,1,0,B,HL,10.0
cube320_t0053,64,1,0,HS,B,20.0
cube320_t0053,64,1,0,HS,HS,1986.0
cube320_t0053,64,1,0,HS,HL,14.0
cube320_t0053,64,1,0,HL,B,12.0
cube320_t0053,64,1,0,HL,HS,10.0
cube320_t0053,64,1,0,HL,HL,958.0
cube320_t0053,64,2,0,B,B,26936.0
cube320_t0053,64,2,0,B,HS,46.0
cube320_t0053,64,2,0,B,HL,18.0
cube320_t0053,64,2,0,HS,B,40.0
cube320_t0053,64,2,0,HS,HS,1960.0
cube320_t0053,64,2,0,HS,HL,20.0
cube320_t0053,64,2,0,HL,B,24.0
cube320_t0053,64,2,0,HL,HS,14.0
cube320_t0053,64,2,0,HL,HL,942.0
cube320_t0053,64,4,0,B,B,26888.0
cube320_t0053,64,4,0,B,HS,84.0
cube320_t0053,64,4,0,B,HL,28.0
cube320_t0053,64,4,0,HS,B,70.0
cube320_t0053,64,4,0,HS,HS,1920.0
cube320_t0053,64,4,0,HS,HL,30.0
cube320_t0053,64,4,0,HL,B,42.0
cube320_t0053,64,4,0,HL,HS,20.0
cube320_t0053,64,4,0,HL,HL,918.0
cube320_t0053,64,1,1,B,B,26978.0
cube320_t0053,64,1,1,B,HS,6.0
